,company_name,company_registration_number,name_of_revenue_stream,paid_to,payment_category,units,per_company_original,per_company_adjust,per_company_final,per_government_original,per_government_adjust,per_government_final,final_difference,comment
0,Bashneft International B.V. (Myanmar Branch),396FC/2014-2015,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
131,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
132,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
133,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,5559217.85,0.0,5559217.85,0.0,0.0,0.0,5559217.85,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
134,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,248278152.9,0.0,248278152.9,0.0,0.0,0.0,248278152.9,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
135,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,4132437.87,0.0,4132437.87,0.0,0.0,0.0,4132437.87, G. Immaterial Difference less than MMK 5 Million ; nan
136,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
137,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
138,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
139,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
140,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
141,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Production Split (Profit Sharing),Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
142,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Production Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
143,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Commerciality Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
144,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
145,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
146,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
147,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
148,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Training Fund Usage,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
149,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Research and Development Fund (Usage),CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
150,"CFG Energy Pte Ltd.,",nan,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
151,"CFG Energy Pte Ltd.,",nan,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
152,"CFG Energy Pte Ltd.,",nan,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
153,"CFG Energy Pte Ltd.,",nan,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
154,"CFG Energy Pte Ltd.,",nan,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
155,"CFG Energy Pte Ltd.,",nan,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,14407658.0,0.0,14407658.0,0.0,0.0,0.0,14407658.0,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
156,"CFG Energy Pte Ltd.,",nan,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
157,"CFG Energy Pte Ltd.,",nan,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
158,"CFG Energy Pte Ltd.,",nan,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
159,"CFG Energy Pte Ltd.,",nan,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
160,"CFG Energy Pte Ltd.,",nan,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,310308.0,0.0,310308.0,0.0,0.0,0.0,310308.0, G. Immaterial Difference less than MMK 5 Million ; nan
161,"CFG Energy Pte Ltd.,",nan,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
162,"CFG Energy Pte Ltd.,",nan,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
163,"CFG Energy Pte Ltd.,",nan,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
164,"CFG Energy Pte Ltd.,",nan,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
165,"CFG Energy Pte Ltd.,",nan,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
166,"CFG Energy Pte Ltd.,",nan,Production Split (Profit Sharing),Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
167,"CFG Energy Pte Ltd.,",nan,Production Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
168,"CFG Energy Pte Ltd.,",nan,Commerciality Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
169,"CFG Energy Pte Ltd.,",nan,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
170,"CFG Energy Pte Ltd.,",nan,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
171,"CFG Energy Pte Ltd.,",nan,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
172,"CFG Energy Pte Ltd.,",nan,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
173,"CFG Energy Pte Ltd.,",nan,Training Fund Usage,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
174,"CFG Energy Pte Ltd.,",nan,Research and Development Fund (Usage),CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
175,ENI Myanmar B.V. (Myanmar Branch),134183292,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
176,ENI Myanmar B.V. (Myanmar Branch),134183292,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
177,ENI Myanmar B.V. (Myanmar Branch),134183292,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
178,ENI Myanmar B.V. (Myanmar Branch),134183292,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
179,ENI Myanmar B.V. (Myanmar Branch),134183292,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
180,ENI Myanmar B.V. (Myanmar Branch),134183292,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,464935460.0,0.0,464935460.0,0.0,0.0,0.0,464935460.0,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
181,ENI Myanmar B.V. (Myanmar Branch),134183292,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,31869978.0,-31869978.0,0.0,0.0,0.0,0.0,0.0,nan; nan
182,ENI Myanmar B.V. (Myanmar Branch),134183292,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
183,ENI Myanmar B.V. (Myanmar Branch),134183292,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,235620879.0,0.0,235620879.0,0.0,0.0,0.0,235620879.0,nan; C. Unreconciled due to tax not reported and supporting documents not provided by government agency 
184,ENI Myanmar B.V. (Myanmar Branch),134183292,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
185,ENI Myanmar B.V. (Myanmar Branch),134183292,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,15923676.0,0.0,15923676.0,0.0,0.0,0.0,15923676.0,nan; C. Unreconciled due to tax not reported and supporting documents not provided by government agency 
186,ENI Myanmar B.V. (Myanmar Branch),134183292,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
187,ENI Myanmar B.V. (Myanmar Branch),134183292,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
188,ENI Myanmar B.V. (Myanmar Branch),134183292,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,12821400000.0,0.0,12821400000.0,12821400000.0,0.0,12821400000.0,0.0,nan; nan
189,ENI Myanmar B.V. (Myanmar Branch),134183292,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
190,ENI Myanmar B.V. (Myanmar Branch),134183292,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
191,ENI Myanmar B.V. (Myanmar Branch),134183292,Production Split (Profit Sharing),Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
192,ENI Myanmar B.V. (Myanmar Branch),134183292,Production Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
193,ENI Myanmar B.V. (Myanmar Branch),134183292,Commerciality Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
194,ENI Myanmar B.V. (Myanmar Branch),134183292,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
195,ENI Myanmar B.V. (Myanmar Branch),134183292,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
196,ENI Myanmar B.V. (Myanmar Branch),134183292,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
197,ENI Myanmar B.V. (Myanmar Branch),134183292,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
198,ENI Myanmar B.V. (Myanmar Branch),134183292,Training Fund Usage,CSR Beneficiaries,,MMK,738394482.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
199,ENI Myanmar B.V. (Myanmar Branch),134183292,Research and Development Fund (Usage),CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
200,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
201,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
202,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
203,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
204,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,1186535665.6644716,52412419.08552837,1238948084.75,1238948084.7500002,0.0,1238948084.7500002,0.0,nan; nan
205,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,180612362.0,4480848.550000012,185093210.55,0.0,0.0,0.0,185093210.55,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
206,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
207,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
208,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,33672275.0,0.0,33672275.0,0.0,0.0,0.0,33672275.0,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; C. Unreconciled due to tax not reported and supporting documents not provided by government agency 
209,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,39957516.0,0.0,39957516.0,0.0,0.0,0.0,39957516.0,nan; C. Unreconciled due to tax not reported and supporting documents not provided by government agency 
210,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,200000.0,0.0,200000.0,200000.0,0.0,nan; nan
211,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
212,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
213,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
214,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
215,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
216,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Production Split (Profit Sharing),Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
217,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Production Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
218,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Commerciality Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
219,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
220,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
221,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
222,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
223,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Training Fund Usage,CSR Beneficiaries,,MMK,213164574.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
224,"GoldPetrol Joint Operating Company Inc., (GJOC Inc.)",177 FC 97-98,Research and Development Fund (Usage),CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
225,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
226,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
227,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
228,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
229,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
230,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,29548236.4,0.0,29548236.4,0.0,0.0,0.0,29548236.4,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
231,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
232,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
233,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,1751182.0,0.0,1751182.0,0.0,0.0,0.0,1751182.0, G. Immaterial Difference less than MMK 5 Million ; nan
234,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
235,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,1798210.0,-747180.0,1051030.0,948550.0,0.0,948550.0,102480.0, G. Immaterial Difference less than MMK 5 Million ; nan
236,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
237,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
238,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
239,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
240,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
241,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Production Split (Profit Sharing),Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
242,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Production Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
243,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Commerciality Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
244,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
245,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
246,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
247,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
248,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Training Fund Usage,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
249,"IsTech Energy EP-5 Pte Ltd., (Myanmar Branch)",105603525,Research and Development Fund (Usage),CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
250,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
251,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,15340136.759999998,-15340136.759999998,0.0,0.0,nan; nan
252,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,57683385.0,-57683385.0,0.0,0.0,nan; nan
253,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
254,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
255,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,431650092.0,0.0,431650092.0,0.0,0.0,0.0,431650092.0,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
256,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
257,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
258,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
259,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
260,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
261,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
262,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
263,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
264,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
265,MPRL E&P Pte Ltd. ( Yangon Branch ),177811262,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
